"Sitzungsland","Sitzungsort","Monat","Empfehlungsplattform","Landing-Page-URL","Durchschnittliche Sitzungsdauer","Seitenaufrufe pro Sitzung","Absprünge","Sitzungen, in denen Artikel zum Warenkorb hinzugefügt wurden","Sitzungen, bei denen der Checkout erreicht wurde","Sitzungen, bei denen der Checkout abgeschlossen wurde","Sitzungen"
"Germany","Donaueschingen","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHhGw5XYRlOYz4xz9x0a3G_k1fOyKK__FNHdzKZHf1XXY6AzsAaHY0Qxf1ThQ_aem_VtqC1OOKsvzRbPSugguufw&utm_medium=paid&utm_source=fb&utm_id=6649636762119&utm_content=6655533640519&utm_term=6649636764319&utm_campaign=6649636762119",0,1,1,0,0,0,1
"Germany","Limburg an der Lahn","2025-04-01","direct","https://www.whiskyquartier.de/policies/legal-notice",21,2,0,0,0,0,1
"Germany","Berlin","2025-04-01","direct","https://www.whiskyquartier.de/products/laddie-ten-0-7l?srsltid=AfmBOoruw6uZ6kcBMDA83qBklSactx2dMeOGmsHBEFqzhUvGzGFKgl9b",0,1,1,0,0,0,1
"Tunisia","Aryanah","2025-04-01","direct","https://www.whiskyquartier.de/",0,1,1,0,0,0,1
"Germany","Oberhausen","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBp8mbFAXpFh8j4hDMEkk1gR-Zek15Ga3zpaTbMIET_mjndpIBMqWUl96BE-L7_aem_GuA-cnuJJV2kLYfkpKgeFQ",20,3,0,0,0,0,1
"Germany","Salzgitter","2025-04-01","direct","https://www.whiskyquartier.de/",0,1,2,0,0,0,2
"Germany","Sinsheim","2025-04-01","alphabet","https://www.whiskyquartier.de/products/glenfiddich-15-years-old-0-7l?variant=50038793011537&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1",51,4,0,0,0,0,1
"Germany","Kriftel","2025-04-01","alphabet","https://www.whiskyquartier.de/products/laddie-ten-0-7l?variant=49827403432273&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1",0,1,1,0,0,0,1
"Germany","Schwabach","2025-04-01","linkedin","https://www.whiskyquartier.de/",0,1,1,0,0,0,1
"Germany","Fürstenfeldbruck","2025-04-01","linkedin","https://www.whiskyquartier.de/",0,1,1,0,0,0,1
"Germany","Salzgitter","2025-04-01","direct","https://www.whiskyquartier.de/products/birkenhof-fading-hill-warehouse-selection-0-7l",4,2,0,0,0,0,1
"Germany","Munich","2025-04-01","whiskybase","https://www.whiskyquartier.de/products/the-laddie-valinch-no-12-0-7l",7,2,0,0,0,0,1
"Germany","Achim","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHgqqtqne3zaxoTSHquHz0alDyIK5pCrmRePRhiV_xyAikFUnh0zEx16AzcEC_aem_CPyY-UjnJd64ILs5bffvuA&utm_medium=paid&utm_source=fb&utm_id=6649636762119&utm_content=6655533640519&utm_term=6649636764319&utm_campaign=6649636762119",48,8,0,0,0,0,1
"Germany","Münster","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHnTCXzqO-WDg9B5hlGrCje-7rb572xXWsRg94YC5xaa3MPEdPITYwGWgvEZA_aem_pXkpfsShgAz41YhcQYPZvA",0,1,1,0,0,0,1
"Germany","Gevelsberg","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHk8FWSajM5ManWuj8AhYqyN7ZseGCyAZgOMB74daqqPTknWTFdUGHuXMoEBa_aem_te6hJ6obU3Pc5tCTYmxWVA&utm_medium=paid&utm_source=fb&utm_id=6649636762119&utm_content=6655533640519&utm_term=6649636764319&utm_campaign=6649636762119",0,1,1,0,0,0,1
"Germany","Lübeck","2025-04-01","direct","https://www.whiskyquartier.de/?gad_source=2",0,1,1,0,0,0,1
"Germany","Koblenz","2025-04-01","direct","https://www.whiskyquartier.de/policies/legal-notice",0,1,1,0,0,0,1
"Germany","Tauberbischofsheim","2025-04-01","direct","https://www.whiskyquartier.de/products/glenfiddich-experimental-series-project-xx-0-7l",0,1,1,0,0,0,1
"Germany","Essen","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwY2xjawJjb-NleHRuA2FlbQEwAGFkaWQAAAYbueMGZwEerhWWWsOarGkPT1UVZKQlWCj-5QJkyUHCruKvufCA0hFw-uW9-fWW2yHjqxY_aem_TkszUXg9VfpN7uwicRONBg&utm_medium=paid&utm_source=fb&utm_id=6649636762119&utm_content=6655533640519&utm_term=6649636764319&utm_campaign=6649636762119",0,1,1,0,0,0,1
"Germany","Sangerhausen","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHoDlNBIUcQNnjjg5UkdLP-rmpQlm5rJBzDKnm-akTWxZ0a7QO0YdKp0PRNYy_aem_1qeU4rmlBkY-QD4vfoRb8Q&utm_medium=paid&utm_source=fb&utm_id=6649636762119&utm_content=6655533640519&utm_term=6649636764319&utm_campaign=6649636762119",230,8,0,0,0,0,1
"Germany","Bergheim","2025-04-01","microsoft","https://www.whiskyquartier.de/pages/impressum",393,4,0,0,0,0,1
"Germany","Bernburg","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHl0u4KhTDixgkdGgIsyJkkwdiILoBGcvIBRHxE4rQnGfo1fx9FW6vziG9zOi_aem_-kvlQTnZ4ePGVVWgba7gIw&utm_medium=paid&utm_source=fb&utm_id=6649636762119&utm_content=6655533640519&utm_term=6649636764319&utm_campaign=6649636762119",0,1,1,0,0,0,1
"Germany","Gotha","2025-04-01","whiskybase","https://www.whiskyquartier.de/products/quest-collection-quest-1l",0,1,1,0,0,0,1
"Germany","Königsbrunn","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHjN9PtGfSNPtlNWAsJdLnLo_C50SimtsvJasb1ocRdDnx5uW6rivuvUFTvv6_aem_K99lE6TUfke_8pZH6cUzqQ&utm_medium=paid&utm_source=fb&utm_id=6649636762119&utm_content=6655533640519&utm_term=6649636764319&utm_campaign=6649636762119",0,1,1,0,0,0,1
"Germany","Bietigheim-Bissingen","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwY2xjawJjRCNleHRuA2FlbQEwAGFkaWQAAAYbueMGZwEeOQyRV7G8rgJ79_P7j2i5Mb7UKYbLRROEYZLxhbDfTc_wKR-XzwVYWiO0eoI_aem_5dGJ5IePi8kN0rwZfaxMpw&utm_medium=paid&utm_source=fb&utm_id=6649636762119&utm_content=6655533640519&utm_term=6649636764319&utm_campaign=6649636762119",134,4,0,0,0,0,1
"Switzerland","Spreitenbach","2025-04-01","whiskybase","https://www.whiskyquartier.de/products/suntory-hibiki-100th-anniversary-0-7l-kopie",0,1,1,0,0,0,1
"Germany","Burgthann","2025-04-01","direct","https://www.whiskyquartier.de/products/glenfiddich-15-years-old-0-7l",255,4,0,0,0,0,1
"Germany","Püttlingen","2025-04-01","alphabet","https://www.whiskyquartier.de/products/a-night-on-earth-scotland-2021-0-7l?variant=49728553746769&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1",0,1,1,0,0,0,1
"Germany","Leipzig","2025-04-01","direct","https://www.whiskyquartier.de/products/triple-wood-0-7l?srsltid=AfmBOorPKoMRGmou9ofEnfqh77_eFt6tTg9UYksqgVQWGtLjiLP2-oqp",1326,2,0,0,0,0,1
"Germany","Viersen","2025-04-01","alphabet","https://www.whiskyquartier.de/pages/whiskyquartier-die-vielfalt-des-whiskys?srsltid=AfmBOook1JmxVj_zsqF4ORVTF3nXQXnHtIpEnTjWoWpuQRf9iPfdnzd_",11,2,0,0,0,0,1
"Germany","Aalen","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHpren_fj75rG79ew-Z8Hds9JKoSh3jxvFQD7-jZAgCUzitDqP0I68ldGOETY_aem_2a34p6Dqs5wVxqSDvEZbeA&utm_medium=paid&utm_source=fb&utm_id=6649636762119&utm_content=6655533640519&utm_term=6649636764319&utm_campaign=6649636762119",111,3,0,0,0,0,1
"Germany","Leipzig","2025-04-01","alphabet","https://www.whiskyquartier.de/products/dingle-single-cask-the-village-2025-0-7l?variant=50688052363601&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1",265,4,0,1,1,1,1
"Germany","Schifferstadt","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwY2xjawJiyNVleHRuA2FlbQIxMQABHuXTkrG9Y7w2VXdXcISfKzdCqKOjRi5be7mwgyy8snH3DQhTGqXHGiRPIwa3_aem_TnNV5CfW_2fVuXDxjsUGnQ",143,6,0,0,0,0,1
"Germany","Welver","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHsYFMyMZMMa6FprEuxvBtcBy2Mvtjqj0-4i7lkpP9NsuLWJ6eUWgV7CnCBxf_aem_Bj060lf0ez-BstaG41fhrQ&utm_medium=paid&utm_source=fb&utm_id=6649636762119&utm_content=6655533640519&utm_term=6649636764319&utm_campaign=6649636762119",0,1,1,0,0,0,1
"Germany","Zwickau","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHivuTquGIifXyXjohVROMziD5jR2MikzTS-KhivodUQ4qpl_Mf_gEnchkaNm_aem_Ihmjuqxo01z1sXL4U9xpBw",0,1,1,0,0,0,1
"Germany","Augsburg","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHlaBxDpSJ9IMogtGzL_U9sykS9QXSOpNClUHN86pbLt8MZg0P4yFTP2N0CIx_aem_t0zwCNy4sTG7Vf6k5nLqQA&utm_medium=paid&utm_source=fb&utm_id=6649636762119&utm_content=6655533640519&utm_term=6649636764319&utm_campaign=6649636762119",94,2,0,0,0,0,1
"Germany","Neckarsulm","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHoq8bCdbqCLhL1CkwbGqQL5mKffVvjAw7AOMQDdF-KibJMfJImQ_63Dix4vj_aem_DdI62fA02A_xS-3SSVz0cg",39,2,0,0,0,0,1
"Germany","Nauheim","2025-04-01","alphabet","https://www.whiskyquartier.de/products/ardnahoe-5-yo-the-inaugural-release-0-7l?variant=50752350552401&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1",6,2,0,0,0,0,1
"Germany","Düren","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHrp7t_uW4H3vQlVSzg3siA66MkPbIXQlyk4eGhDg-ZMJfejaWrv08SceAoM0_aem_tqLLKZGfXY4rknIYTnnvTg",0,1,1,0,0,0,1
"Germany","Höheinöd","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHrBhshuGL6AjrgUfHw0Nj0uExTAqh_-wUkWcE2CWvu4gLfY-R774Yg0z1LO6_aem_SRVrjJR_AH3Tcq6krkrP6g&utm_medium=paid&utm_source=fb&utm_id=6649636762119&utm_content=6655533640519&utm_term=6649636764319&utm_campaign=6649636762119",20,2,0,0,0,0,1
"The Netherlands","Purmerend","2025-04-01","direct","https://www.whiskyquartier.de/products/a-night-on-earth-scotland-2021-0-7l",0,1,1,0,0,0,1
"Germany","Fürth","2025-04-01","direct","https://www.whiskyquartier.de/collections/gerade-probiert-unsere-auswahl",0,1,1,0,0,0,1
"Germany","Westerstede","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwY2xjawJgB-lleHRuA2FlbQEwAGFkaWQAAAYbueMGZwEeGkp5m8PzvYJ2w1N4GwaCrvNDWVSiIJA6ve4I3nAix7W4SNTVt-d2-v0JX2o_aem_fl-tj7l0yK8aG06ebypvBA",224,8,0,0,0,0,1
"Hong Kong",,"2025-04-01","linkedin","https://www.whiskyquartier.de/",37,2,0,0,0,0,1
"Germany","Hamburg","2025-04-01","alphabet","https://www.whiskyquartier.de/products/harmony-collection-green-meadow-0-7l?variant=49827269083473&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1",0,1,1,0,0,0,1
"Switzerland","Bülach","2025-04-01","alphabet","https://www.whiskyquartier.de/products/edition-no-6-0-7l",131,6,0,1,0,0,1
"Germany","Essen","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHp5-JdFC2SjzpVI2Hkht6WfKMkzMkf_dBRCXPRYzofNqLne52Nt0Y9Jiw4DL_aem_6XdwCPpLkzSni-g6YyabAQ",0,1,1,0,0,0,1
"Germany","Schkopau","2025-04-01","alphabet","https://www.whiskyquartier.de/products/ardnahoe-5-yo-the-inaugural-release-0-7l?variant=50752350552401&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1",0,1,1,0,0,0,1
"Germany","Uttenreuth","2025-04-01","direct","https://www.whiskyquartier.de/collections/deutsche-whiskys",3.5,1.5,1,0,0,0,2
"Israel","Tel Aviv","2025-04-01","alphabet","https://www.whiskyquartier.de/collections/neu-im-shop",0,1,1,0,0,0,1
"Germany","Hamburg","2025-04-01","meta","https://www.whiskyquartier.de/?utm_medium=paid&utm_source=ig&utm_id=6649636762119&utm_content=6655533640519&utm_term=6649636764319&utm_campaign=6649636762119&fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBpw0kEwcRroGmxuPrs13bwEx-fziakvNlYRCpXmHAJYqU0ARIEKc-jne5-iRi_aem_bjIxYFgf0fTk1v5wQZggoQ",0,1,1,0,0,0,1
"Germany","Loerrach","2025-04-01","alphabet","https://www.whiskyquartier.de/products/a-night-on-earth-scotland-2022-0-7l?variant=49728614334801&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1",0,1,1,0,0,0,1
"Germany","Wiehl","2025-04-01","alphabet","https://www.whiskyquartier.de/products/glenturret-12-yo-2024-0-7l?srsltid=AfmBOor8Fhy4G_2WwWUzeGje3k-02y5T0omnNPK8Uk3XTKPsS4gyFz2D",0,1,1,0,0,0,1
"Germany","Aschaffenburg","2025-04-01","alphabet","https://www.whiskyquartier.de/collections/neu-im-shop?gad_source=1",0,1,1,0,0,0,1
"Germany","Saarbrücken","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHv5TqHuDPYAgrk2QuXbiMtNOEsPkZJJACPktjPBGLjmPbhyDd8XetgsbsMS__aem_ETauMYNq1C08qJJN16HRlQ&utm_medium=paid&utm_source=fb&utm_id=6649636762119&utm_content=6655533640519&utm_term=6649636764319&utm_campaign=6649636762119",420,5,0,0,0,0,1
"Germany","Vreden","2025-04-01","alphabet","https://www.whiskyquartier.de/products/a-night-on-earth-scotland-2021-0-7l?variant=49728553746769&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1",0,1,2,0,0,0,2
"Germany","Biederitz","2025-04-01","alphabet","https://www.whiskyquartier.de/products/glenfiddich-15-years-old-0-7l?variant=50038793011537&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1",0,1,1,0,0,0,1
"Germany","Regensburg","2025-04-01","whiskybase","https://www.whiskyquartier.de/products/ardnahoe-5-yo-the-inaugural-release-0-7l",84,4,0,0,0,0,1
"Switzerland","Rorschach","2025-04-01","whiskybase","https://www.whiskyquartier.de/products/suntory-hibiki-100th-anniversary-0-7l-kopie",0,1,1,0,0,0,1
"Germany","Königsbrunn","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHu26MstBUpAa79Oyg8FQiK3CFdgZs6UCyx2n1B4XQ5gK59I47S8y0rkWG6qu_aem_l3sMPnxI7v63P97ZhX23eg",38,2,0,0,0,0,1
"Germany","Schweinfurt","2025-04-01","alphabet","https://www.whiskyquartier.de/?gad_source=1",201,8,0,0,0,0,1
"Germany","Falkensee","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHuktMdMvxdPf4Pyzj_DcCytu-A0miSDzjPArJ7GPkb-Fkxp7JsCxZQ0YBAng_aem_hYBP1waI4-T05AVYox960w",150,3,0,0,0,0,1
"Germany","Dresden","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHqD8s2GLQo3u8wtmKnC6R2paTqxOWzEveGJz7wJVSHe1tvTo-yKYO4ETWKDf_aem_GT_kIa_nSSS7wSmrM5jdbQ&utm_medium=paid&utm_source=fb&utm_id=6649636762119&utm_content=6655533640519&utm_term=6649636764319&utm_campaign=6649636762119",132,2,0,0,0,0,1
"Germany","Isny","2025-04-01","direct","https://www.whiskyquartier.de/",95,7,0,0,0,0,1
"Germany","Apolda","2025-04-01","alphabet","https://www.whiskyquartier.de/products/a-night-on-earth-scotland-2022-0-7l?variant=49728614334801&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1",0,1,1,0,0,0,1
"Germany","Munich","2025-04-01","direct","https://www.whiskyquartier.de/policies/legal-notice",3920,12,0,0,0,0,1
"Portugal","Mirandela","2025-04-01","whiskybase","https://www.whiskyquartier.de/products/glenturret-12-yo-2024-0-7l",49,4,0,0,0,0,1
"Germany","Erkner","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHpo-edOSlL2V7DadMq7lY6P6opfFMluCoTWqvzDjczwWGejnPXML72lPjtf-_aem__Ag-Moc4Uy5iYz03qbMFSw&utm_medium=paid&utm_source=fb&utm_id=6649636762119&utm_content=6655533640519&utm_term=6649636764319&utm_campaign=6649636762119",0,1,1,0,0,0,1
"Germany","Wuppertal","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHqlu1QsLOClwNO72xqgvyP5EewojFrCHDdfvy1-kUxEaO0Iy-tBb9T8r23w4_aem_V9HxtEfQ6VQIsy3dVHF7Jw&utm_medium=paid&utm_source=fb&utm_id=6649636762119&utm_content=6655533640519&utm_term=6649636764319&utm_campaign=6649636762119",475,4,0,0,0,0,1
"Germany","Lüneburg","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHm89h40QW7E3hag7BGDrhJShKWqwza9kS-u6mP-Ifb_7KRHTt7IxEwK4SJJN_aem_IUQarjsDAQJ9e3nSAp7AOg&utm_medium=paid&utm_source=fb&utm_id=6649636762119&utm_content=6655533640519&utm_term=6649636764319&utm_campaign=6649636762119",33,3,0,0,0,0,1
"Germany","Hanover","2025-04-01","linkedin","https://www.whiskyquartier.de/",55,4,0,0,0,0,1
"Germany","Bonn","2025-04-01","meta","https://www.whiskyquartier.de/?utm_medium=paid&utm_source=ig&utm_id=6649636762119&utm_content=6655533640519&utm_term=6649636764319&utm_campaign=6649636762119&fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBp8ope9kC-diy2E7a8CZAMPxhEjJDhqWOynCzv9p6N4I1wyt5k_ePpCaKy9C0_aem_MkT1aIKdwb7qulPENbMkMQ",58,2,0,0,0,0,1
"The Netherlands","Panningen","2025-04-01","alphabet","https://www.whiskyquartier.de/",23,2,0,0,0,0,1
"Germany","Neubrandenburg","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHhisUwhHSTMJ6pwyKb5T57DK-AD0bI_vTqNsTdeXau2uWD5z5ws57tUna0N3_aem_PkEdl7OZ0j7XHWDFqwEMnw&utm_medium=paid&utm_source=fb&utm_id=6649636762119&utm_content=6655533640519&utm_term=6649636764319&utm_campaign=6649636762119",0,1,1,0,0,0,1
"Germany","Rösrath","2025-04-01","direct","https://www.whiskyquartier.de/policies/legal-notice",6,3,0,0,0,0,1
"Germany","Landshut","2025-04-01","direct","https://www.whiskyquartier.de/",5,2,0,0,0,0,1
"Germany","Türkenfeld","2025-04-01","alphabet","https://www.whiskyquartier.de/products/highland-park-dragon-legend-0-7l?variant=50310652363089&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1",28,2,0,0,0,0,1
"Germany","Wuppertal","2025-04-01","meta","https://www.whiskyquartier.de/?utm_medium=paid&utm_source=fb&utm_id=6649636762119&utm_content=6655533640519&utm_term=6649636764319&utm_campaign=6649636762119",0,1,1,0,0,0,1
"Germany","Munich","2025-04-01","linkedin","https://www.whiskyquartier.de/",10,3,0,0,0,0,1
"Germany","Fürth","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwY2xjawJjWQhleHRuA2FlbQEwAGFkaWQAAAYbueMGZwEeWu0m2M31L2NIyKI1F_fRQN2MI_c51O9sj2m3U7cmW8J1pmi6Ei7W6kaZjSA_aem_kHaKaG5nPRtFrCP0GoC-tw&utm_medium=paid&utm_source=fb&utm_id=6649636762119&utm_content=6655533640519&utm_term=6649636764319&utm_campaign=6649636762119",11,2,0,0,0,0,1
"Germany","Halle","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=PAZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBp49PbHPYrwj9d6O9XbhpMpvinox4srtbXhsodifWEqbFCOidpzGAIjVJ0ysR_aem_Sq0wB-DCxkLygu-9WA0d0g",0,1,1,0,0,0,1
"Germany","Neunkirchen","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHqNBSZjURLcDEeiuFVnYk-LCNYs2-xxhtpLa5r4yvaJRjTWPgNfex271Wi5k_aem_G8ut1z2rEyJqQRWU8bvPPw",25,3,0,0,0,0,1
"Canada","Montreal","2025-04-01","direct","https://www.whiskyquartier.de/",0,1,2,0,0,0,2
"Germany","Todtnau","2025-04-01","whiskybase","https://www.whiskyquartier.de/products/birkenhof-fading-hill-warehouse-selection-0-7l",26,2,0,0,0,0,1
"Denmark","Copenhagen","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHlPh6LAyQ8xKWXXlpMkRYncNYbxp6n16Ae3m2A2AB1OYsubYPCpyqH3M_CgD_aem_psb8m7owdZvABu43mGAFDA",125,3,0,0,0,0,1
"Vietnam","Ho Chi Minh City","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHngW9sFFAr5iknbHeIKQRq-UJpkgDpchDtIcAJ8-vTb3LVollPkE4Dz-elJI_aem_pvD-dNL06gaVMwhrsUSS2A",0,1,1,0,0,0,1
"Germany","Schwerin","2025-04-01","alphabet","https://www.whiskyquartier.de/products/a-night-on-earth-scotland-2021-0-7l?variant=49728553746769&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1",0,1,1,0,0,0,1
"Germany","Schwelm","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHoYWiC8Gj4kyCV4RYTWHO2Tcy41jsMq6AaSz0fNootpsAILYdjvU7SgnYqsN_aem_BMvUPPkqF-8xM-j5eSxO7g&utm_medium=paid&utm_source=fb&utm_id=6649636762119&utm_content=6655533640519&utm_term=6649636764319&utm_campaign=6649636762119",0,1,1,0,0,0,1
"Germany","Frankfurt am Main","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHjqar2DikiX7zllGftA_7qpsoZpFGX76A1U952Gb3LmO0j6RbXtu2dhrxYCh_aem_s21PvtpRx0G2AzYku-LPeQ&utm_medium=paid&utm_source=fb&utm_id=6649636762119&utm_content=6655533640519&utm_term=6649636764319&utm_campaign=6649636762119",0,1,1,0,0,0,1
"Estonia","Tallinn","2025-04-01","whiskybase","https://www.whiskyquartier.de/products/roseisle-12-years-old-the-origami-kite-0-7l",0,1,1,0,0,0,1
"Germany","Burk","2025-04-01","direct","https://www.whiskyquartier.de/products/glenfiddich-15-years-old-0-7l",0,1,1,0,0,0,1
"Germany","Coswig","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHpsDJhVrFOOG9UlSJfnfspYSWJnjqKlPR7b73PITTuXw4aMlyvQW6B2cIywk_aem_L5F0NWGB4XepFW7nIP59-w",0,1,1,0,0,0,1
"Germany","Munich","2025-04-01","direct","https://www.whiskyquartier.de/",5.25,1.75,2,0,0,0,4
"Germany","Wolfhagen","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHp9_9s6DT3UhdCW5mxTljTpcWdnlZz8eF_yZ67Gn--dCpBunsKVRSYxCTcRc_aem_egDTCx-6r4evJwOJ6X1mKQ&utm_medium=paid&utm_source=fb&utm_id=6649636762119&utm_content=6655533640519&utm_term=6649636764319&utm_campaign=6649636762119",34,2,0,0,0,0,1
"Germany","Kassel","2025-04-01","alphabet","https://www.whiskyquartier.de/products/ardnahoe-infinite-loch-0-7l?variant=50752586809681&country=DE&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic&gad_source=1",112,9,0,0,0,0,1
"Germany","Polch","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHgeCMZQwkRM8JFCNlWNiPbh3gaBe_n6LiwZFUnaXhb6sum3iV1fEYE6NX14p_aem_eKGBGa5MVQMcg5Dqb4agLQ",0,1,1,0,0,0,1
"Germany","Frankfurt am Main","2025-04-01","direct","https://www.whiskyquartier.de/products/harmony-collection-green-meadow-0-7l",200,8,0,0,0,0,1
"Germany","Düsseldorf","2025-04-01","meta","https://www.whiskyquartier.de/?fbclid=IwZXh0bgNhZW0BMABhZGlkAAAGG7njBmcBHuf-15vZNbHb-S7E13392PykBuYKdfi36RoMoi_H_jN-JWrN_dI1MoqqoJQf_aem_lxv_qnvAANN1-XqZrnTWfA&utm_medium=paid&utm_source=fb&utm_id=6649636762119&utm_content=6655533640519&utm_term=6649636764319&utm_campaign=6649636762119",0,1,1,0,0,0,1
